Time (s)	frameDisplacement_B1 (mm)	frameDisplacement_B2 (mm)	frameDisplacement_B3 (mm)	Avg. frameDisplacement (mm)	blobDistance_B12 (mm)	blobDistance_B13 (mm)	blobDistance_B23 (mm)	blobDisplacement_B12 (mm)	blobDisplacement_B13 (mm)	blobDisplacement_B23 (mm)	Avg. blobDisplacement (mm)
69.00000000	0.15441666	0.15061192	0.14131896	0.14878252	0.78453746	1.74025850	0.96509991	0.00402716	0.01334588	0.00934260	0.00890521	
69.10000000	0.15574020	0.15006966	0.14371925	0.14984304	0.78663058	1.73899296	0.96205551	0.00612027	0.01208035	0.00629820	0.00816627	
69.20000000	0.15623174	0.15047984	0.14177287	0.14949481	0.78685066	1.74148983	0.96441243	0.00634036	0.01457722	0.00865512	0.00985756	
69.30000000	0.15594848	0.15130460	0.14373834	0.15033047	0.78559239	1.73907559	0.96324703	0.00508209	0.01216298	0.00748971	0.00824493	
69.40000000	0.15559505	0.15137270	0.14446943	0.15047906	0.78452402	1.73783584	0.96263962	0.00401371	0.01092323	0.00688231	0.00727308	
69.50000000	0.15801014	0.15344319	0.14491093	0.15212142	0.78546412	1.73981113	0.96418379	0.00495382	0.01289852	0.00842648	0.00875960	
69.60000000	0.15801014	0.15344319	0.14491093	0.15212142	0.78546412	1.73981113	0.96418379	0.00495382	0.01289852	0.00842648	0.00875960	
69.70000000	0.15923371	0.15312118	0.14551542	0.15262344	0.78612970	1.74056429	0.96341733	0.00561940	0.01365168	0.00766002	0.00897703	
69.80000000	0.15923371	0.15312118	0.14551542	0.15262344	0.78612970	1.74056429	0.96341733	0.00561940	0.01365168	0.00766002	0.00897703	
69.90000000	0.15906330	0.15405226	0.14616086	0.15309214	0.78579230	1.73990128	0.96363668	0.00528199	0.01298866	0.00787937	0.00871667	
70.00000000	0.15978778	0.15519150	0.14678934	0.15392287	0.78443058	1.73992046	0.96426983	0.00392027	0.01300785	0.00851251	0.00848021	
70.10000000	0.15978778	0.15519150	0.14678934	0.15392287	0.78443058	1.73992046	0.96426983	0.00392027	0.01300785	0.00851251	0.00848021	
70.20000000	0.16148088	0.15631061	0.14772978	0.15517376	0.78541050	1.74093061	0.96445538	0.00490019	0.01401799	0.00869806	0.00920542	
70.30000000	0.16148088	0.15631061	0.14772978	0.15517376	0.78541050	1.74093061	0.96445538	0.00490019	0.01401799	0.00869806	0.00920542	
70.40000000	0.16144914	0.15671497	0.14892831	0.15569747	0.78479193	1.73961554	0.96367210	0.00428162	0.01270292	0.00791478	0.00829978	
70.50000000	0.16203563	0.15674944	0.14918553	0.15599020	0.78542361	1.73997686	0.96345147	0.00491331	0.01306425	0.00769415	0.00855724	
70.60000000	0.16340217	0.15738750	0.15064900	0.15714622	0.78587319	1.73955744	0.96254949	0.00536289	0.01264483	0.00679218	0.00826663	
70.70000000	0.16221710	0.15823309	0.15020549	0.15688523	0.78404408	1.73914847	0.96393468	0.00353377	0.01223585	0.00817737	0.00798233	
70.80000000	0.16402302	0.15846699	0.15243188	0.15830730	0.78576285	1.73842729	0.96181453	0.00525255	0.01151467	0.00605722	0.00760815	
70.90000000	0.16327441	0.15952850	0.15223681	0.15834657	0.78347516	1.73784551	0.96312921	0.00296486	0.01093289	0.00737190	0.00708988	
71.00000000	0.16493661	0.16023927	0.15126005	0.15881198	0.78480533	1.74079341	0.96486847	0.00429502	0.01388080	0.00911115	0.00909566	
71.10000000	0.16560788	0.16033639	0.15270007	0.15954811	0.78544679	1.73978906	0.96343619	0.00493648	0.01287644	0.00767888	0.00849727	
71.20000000	0.16562891	0.15966665	0.15243882	0.15924480	0.78660947	1.74045837	0.96307793	0.00609917	0.01354576	0.00732062	0.00898851	
71.30000000	0.16620729	0.16188438	0.15333603	0.16047590	0.78461847	1.73986500	0.96436995	0.00410817	0.01295238	0.00861264	0.00855773	
71.40000000	0.16688959	0.16176103	0.15324720	0.16063261	0.78530388	1.74068108	0.96436390	0.00479357	0.01376846	0.00860659	0.00905621	
71.50000000	0.16810433	0.16200333	0.15485120	0.16165295	0.78697197	1.74029569	0.96288945	0.00646167	0.01338307	0.00713214	0.00899229	
71.60000000	0.16810433	0.16200333	0.15485120	0.16165295	0.78697197	1.74029569	0.96288945	0.00646167	0.01338307	0.00713214	0.00899229	
71.70000000	0.16868075	0.16309884	0.15574081	0.16250680	0.78598228	1.74000448	0.96317683	0.00547198	0.01309186	0.00741952	0.00866112	
71.80000000	0.16933205	0.16413769	0.15565595	0.16304190	0.78560230	1.74070244	0.96428873	0.00509200	0.01378982	0.00853141	0.00913774	
71.90000000	0.16937987	0.16460662	0.15550796	0.16316482	0.78522107	1.74087401	0.96489652	0.00471076	0.01396140	0.00913921	0.00927046	
72.00000000	0.16959817	0.16524674	0.15556379	0.16346956	0.78480525	1.74142234	0.96562729	0.00429495	0.01450972	0.00986998	0.00955822	
72.10000000	0.17039552	0.16576821	0.15599328	0.16405234	0.78557480	1.74158134	0.96555278	0.00506449	0.01466872	0.00979546	0.00984289	
72.20000000	0.16959863	0.16603932	0.15786509	0.16450101	0.78400920	1.73865150	0.96395042	0.00349890	0.01173889	0.00819310	0.00781030	
72.30000000	0.17032321	0.16711389	0.15695103	0.16479604	0.78337452	1.74033356	0.96601272	0.00286421	0.01342095	0.01025541	0.00884686	
72.40000000	0.17182200	0.16714658	0.15678890	0.16525250	0.78532756	1.74220090	0.96618286	0.00481725	0.01528829	0.01042555	0.01017703	
72.50000000	0.17244358	0.16688715	0.15818639	0.16583904	0.78606598	1.74138381	0.96453263	0.00555568	0.01447119	0.00877532	0.00960073	
72.60000000	0.17389026	0.16718624	0.15952955	0.16686869	0.78746194	1.74138915	0.96340792	0.00695163	0.01447654	0.00765060	0.00969292	
72.70000000	0.17262428	0.16867422	0.15992130	0.16707327	0.78466384	1.73972843	0.96451958	0.00415354	0.01281581	0.00876227	0.00857721	
72.80000000	0.17297153	0.16968339	0.15980628	0.16748707	0.78375441	1.74003146	0.96563921	0.00324410	0.01311884	0.00988190	0.00874828	
72.90000000	0.17512077	0.16952513	0.16000118	0.16821569	0.78626886	1.74221359	0.96531847	0.00575856	0.01530098	0.00956115	0.01020689	
73.00000000	0.17567104	0.17050401	0.16123032	0.16913512	0.78580343	1.74120636	0.96497014	0.00529313	0.01429374	0.00921283	0.00959990	
73.10000000	0.17567104	0.17050401	0.16123032	0.16913512	0.78580343	1.74120636	0.96497014	0.00529313	0.01429374	0.00921283	0.00959990	
73.20000000	0.17688269	0.17199278	0.16225586	0.17037711	0.78557759	1.74179701	0.96555338	0.00506729	0.01488439	0.00979607	0.00991592	
73.30000000	0.17760495	0.17228737	0.16209066	0.17066099	0.78537017	1.74258544	0.96608371	0.00485987	0.01567282	0.01032640	0.01028636	
73.40000000	0.17862382	0.17223592	0.16200727	0.17095567	0.78712860	1.74397732	0.96610526	0.00661829	0.01706471	0.01034795	0.01134365	
73.50000000	0.17829015	0.17264685	0.16318949	0.17137549	0.78615832	1.74225309	0.96530104	0.00564801	0.01534048	0.00954373	0.01017741	
73.60000000	0.17864667	0.17321705	0.16416883	0.17201085	0.78604592	1.74158343	0.96485615	0.00553562	0.01467082	0.00909884	0.00976842	
73.70000000	0.17824183	0.17381673	0.16443619	0.17216492	0.78485945	1.74091072	0.96523326	0.00434914	0.01399810	0.00947595	0.00927440	
73.80000000	0.17996603	0.17402192	0.16430167	0.17276320	0.78651971	1.74290074	0.96558485	0.00600941	0.01598813	0.00982754	0.01060836	
73.90000000	0.17925949	0.17470187	0.16454779	0.17283639	0.78536622	1.74183404	0.96593860	0.00485591	0.01492142	0.01018129	0.00998621	
74.00000000	0.17938116	0.17490365	0.16521211	0.17316564	0.78516900	1.74134603	0.96551772	0.00465870	0.01443341	0.00976041	0.00961751	
74.10000000	0.18036746	0.17574759	0.16539601	0.17383702	0.78539419	1.74208861	0.96614244	0.00488389	0.01517600	0.01038512	0.01014834	
74.20000000	0.18034329	0.17570269	0.16585159	0.17396586	0.78507703	1.74152916	0.96567651	0.00456673	0.01461655	0.00991920	0.00970083	
74.30000000	0.18243225	0.17573438	0.16709127	0.17508597	0.78742066	1.74238830	0.96440831	0.00691035	0.01547569	0.00865100	0.01034568	
74.40000000	0.18279676	0.17673837	0.16596532	0.17516682	0.78727364	1.74413166	0.96654108	0.00676334	0.01721905	0.01078376	0.01158872	
74.50000000	0.18373216	0.17884824	0.16903172	0.17720404	0.78591949	1.74170239	0.96551703	0.00540918	0.01478977	0.00975972	0.00998622	
74.60000000	0.18373216	0.17884824	0.16903172	0.17720404	0.78591949	1.74170239	0.96551703	0.00540918	0.01478977	0.00975972	0.00998622	
74.70000000	0.18519387	0.17911935	0.16951749	0.17794357	0.78741666	1.74303472	0.96536213	0.00690635	0.01612211	0.00960482	0.01087776	
74.80000000	0.18519387	0.17911935	0.16951749	0.17794357	0.78741666	1.74303472	0.96536213	0.00690635	0.01612211	0.00960482	0.01087776	
74.90000000	0.18464953	0.18033499	0.17051449	0.17849967	0.78532443	1.74130281	0.96558208	0.00481413	0.01439020	0.00982477	0.00967636	
75.00000000	0.18615487	0.18029790	0.17087833	0.17911037	0.78672106	1.74243808	0.96520282	0.00621075	0.01552546	0.00944551	0.01039391	
75.10000000	0.18615487	0.18029790	0.17087833	0.17911037	0.78672106	1.74243808	0.96520282	0.00621075	0.01552546	0.00944551	0.01039391	
75.20000000	0.18780321	0.18082599	0.17272402	0.18045107	0.78759237	1.74211207	0.96388055	0.00708207	0.01519946	0.00812324	0.01013492	
75.30000000	0.18780321	0.18082599	0.17272402	0.18045107	0.78759237	1.74211207	0.96388055	0.00708207	0.01519946	0.00812324	0.01013492	
75.40000000	0.18844305	0.18263251	0.17148510	0.18085355	0.78666360	1.74406556	0.96691753	0.00615330	0.01715294	0.01116021	0.01148882	
75.50000000	0.18896581	0.18370982	0.17304148	0.18190570	0.78547502	1.74272642	0.96645320	0.00496472	0.01581380	0.01069589	0.01049147	
75.60000000	0.18967902	0.18322248	0.17369613	0.18219921	0.78704122	1.74305048	0.96532591	0.00653092	0.01613787	0.00956859	0.01074579	
75.70000000	0.18994727	0.18404102	0.17449411	0.18282747	0.78661969	1.74207427	0.96517808	0.00610938	0.01516165	0.00942077	0.01023060	
75.80000000	0.19068222	0.18422690	0.17381558	0.18290823	0.78778632	1.74394198	0.96607455	0.00727601	0.01702937	0.01031724	0.01154087	
75.90000000	0.19010957	0.18473470	0.17454480	0.18312969	0.78624628	1.74240906	0.96585950	0.00573597	0.01549644	0.01010218	0.01044487	
76.00000000	0.19093183	0.18582265	0.17533876	0.18403108	0.78609517	1.74241121	0.96611424	0.00558487	0.01549859	0.01035693	0.01048013	
76.10000000	0.19247052	0.18643465	0.17602458	0.18497658	0.78731098	1.74342095	0.96604377	0.00680067	0.01650833	0.01028646	0.01119849	
76.20000000	0.19293984	0.18671031	0.17757415	0.18574143	0.78721270	1.74212463	0.96474345	0.00670239	0.01521202	0.00898614	0.01030018	
76.30000000	0.19344455	0.18664137	0.17758373	0.18588989	0.78743268	1.74273883	0.96478298	0.00692238	0.01582622	0.00902567	0.01059142	
76.40000000	0.19319394	0.18693935	0.17817688	0.18610339	0.78688839	1.74177497	0.96443569	0.00637808	0.01486236	0.00867838	0.00997294	
76.50000000	0.19434210	0.18747817	0.17882192	0.18688073	0.78765044	1.74267725	0.96444905	0.00714013	0.01576464	0.00869174	0.01053217	
76.60000000	0.19484686	0.18790928	0.17831872	0.18702495	0.78774453	1.74365818	0.96537085	0.00723423	0.01674557	0.00961354	0.01119778	
76.70000000	0.19500129	0.18839933	0.17909391	0.18749818	0.78743932	1.74300223	0.96506523	0.00692901	0.01608962	0.00930791	0.01077552	
76.80000000	0.19500129	0.18839933	0.17909391	0.18749818	0.78743932	1.74300223	0.96506523	0.00692901	0.01608962	0.00930791	0.01077552	
76.90000000	0.19548360	0.18989874	0.18021667	0.18853300	0.78593900	1.74233817	0.96554070	0.00542869	0.01542555	0.00978339	0.01021254	
77.00000000	0.19656195	0.18982169	0.17916794	0.18851720	0.78716859	1.74447293	0.96650562	0.00665829	0.01756032	0.01074831	0.01165564	
77.10000000	0.19636886	0.18942244	0.18117905	0.18899012	0.78758561	1.74213789	0.96398509	0.00707530	0.01522527	0.00822777	0.01017612	
77.20000000	0.19772373	0.19047940	0.18116207	0.18978840	0.78829397	1.74371910	0.96505191	0.00778367	0.01680649	0.00929459	0.01129492	
77.30000000	0.19784084	0.19225275	0.18049871	0.19019743	0.78593607	1.74445610	0.96764101	0.00542576	0.01754349	0.01188370	0.01161765	
77.40000000	0.19818944	0.19090203	0.18143229	0.19017459	0.78788310	1.74369550	0.96522027	0.00737280	0.01678288	0.00946295	0.01120621	
77.50000000	0.19879154	0.19399985	0.18245796	0.19174978	0.78541637	1.74341248	0.96735425	0.00490606	0.01649987	0.01159693	0.01100096	
77.60000000	0.19866548	0.19375372	0.18274918	0.19172279	0.78547945	1.74264216	0.96668836	0.00496914	0.01572955	0.01093105	0.01054325	
77.70000000	0.19957182	0.19329561	0.18303304	0.19196682	0.78744750	1.74359019	0.96593295	0.00693719	0.01667757	0.01017564	0.01126347	
77.80000000	0.19918760	0.19400873	0.18346794	0.19222142	0.78530897	1.74253438	0.96635520	0.00479867	0.01562176	0.01059789	0.01033944	
77.90000000	0.20023631	0.19462062	0.18495505	0.19327066	0.78688816	1.74245405	0.96535716	0.00637786	0.01554144	0.00959985	0.01050638	
78.00000000	0.20027466	0.19494769	0.18445148	0.19322461	0.78571205	1.74280642	0.96631929	0.00520174	0.01589381	0.01056197	0.01055251	
78.10000000	0.20050902	0.19537345	0.18565055	0.19384434	0.78577924	1.74149396	0.96534945	0.00526894	0.01458134	0.00959214	0.00981414	
78.20000000	0.20326208	0.19660817	0.18777932	0.19588319	0.78734490	1.74231179	0.96451642	0.00683460	0.01539918	0.00875911	0.01033096	
78.30000000	0.20326208	0.19660817	0.18777932	0.19588319	0.78734490	1.74231179	0.96451642	0.00683460	0.01539918	0.00875911	0.01033096	
78.40000000	0.20361366	0.19639254	0.18915490	0.19638703	0.78776646	1.74145334	0.96301472	0.00725616	0.01454072	0.00725741	0.00968476	
78.50000000	0.20459823	0.19773830	0.18884545	0.19706066	0.78758422	1.74258630	0.96457123	0.00707392	0.01567369	0.00881392	0.01052051	
78.60000000	0.20482292	0.19797705	0.18762254	0.19680750	0.78769913	1.74448517	0.96618976	0.00718883	0.01757256	0.01043245	0.01173128	
78.70000000	0.20480048	0.19914339	0.18806444	0.19733610	0.78630740	1.74388719	0.96691203	0.00579710	0.01697457	0.01115472	0.01130880	
78.80000000	0.20480048	0.19914339	0.18806444	0.19733610	0.78630740	1.74388719	0.96691203	0.00579710	0.01697457	0.01115472	0.01130880	
78.90000000	0.20580977	0.19937546	0.18982475	0.19833666	0.78722240	1.74293601	0.96526360	0.00671210	0.01602339	0.00950629	0.01074726	
79.00000000	0.20572327	0.19990646	0.19007136	0.19856703	0.78627316	1.74245661	0.96556975	0.00576286	0.01554400	0.00981243	0.01037309	
79.10000000	0.20687338	0.20028208	0.19121246	0.19945598	0.78720604	1.74281916	0.96490494	0.00669573	0.01590654	0.00914763	0.01058330	
79.20000000	0.20687073	0.20172073	0.19238589	0.20032578	0.78540786	1.74123441	0.96509262	0.00489755	0.01432180	0.00933531	0.00951822	
79.30000000	0.20749865	0.20053994	0.19161833	0.19988564	0.78764739	1.74266036	0.96458791	0.00713708	0.01574775	0.00883059	0.01057181	
79.40000000	0.20725865	0.20184378	0.19237576	0.20049273	0.78619574	1.74160917	0.96510240	0.00568544	0.01469655	0.00934509	0.00990903	
79.50000000	0.20762234	0.20232327	0.19196717	0.20063759	0.78591281	1.74274728	0.96617750	0.00540250	0.01583467	0.01042019	0.01055245	
79.60000000	0.20917796	0.20298693	0.19257943	0.20158144	0.78693640	1.74389347	0.96627707	0.00642610	0.01698086	0.01051975	0.01130890	
79.70000000	0.21000542	0.20307792	0.19266234	0.20191522	0.78716066	1.74446255	0.96632601	0.00665035	0.01754994	0.01056870	0.01158966	
79.80000000	0.20962839	0.20411848	0.19434182	0.20269623	0.78648891	1.74219488	0.96543403	0.00597860	0.01528226	0.00967671	0.01031253	
79.90000000	0.21129140	0.20534832	0.19421911	0.20361961	0.78666530	1.74405694	0.96687834	0.00615499	0.01714433	0.01112103	0.01147345	
80.00000000	0.21129140	0.20534832	0.19421911	0.20361961	0.78666530	1.74405694	0.96687834	0.00615499	0.01714433	0.01112103	0.01147345	
80.10000000	0.21108520	0.20602452	0.19454428	0.20388467	0.78523802	1.74354878	0.96737465	0.00472772	0.01663617	0.01161733	0.01099374	
80.20000000	0.21236428	0.20580696	0.19631039	0.20482721	0.78675698	1.74288552	0.96529886	0.00624668	0.01597290	0.00954155	0.01058704	
80.30000000	0.21200598	0.20726331	0.19552789	0.20493239	0.78540025	1.74321924	0.96740747	0.00488995	0.01630663	0.01165015	0.01094891	
80.40000000	0.21343250	0.20694979	0.19610433	0.20549554	0.78697973	1.74433255	0.96665198	0.00646942	0.01741994	0.01089467	0.01159468	
80.50000000	0.21428687	0.20738055	0.19699842	0.20622195	0.78711565	1.74429244	0.96624877	0.00660534	0.01737982	0.01049145	0.01149221	
80.60000000	0.21496828	0.20888750	0.19880084	0.20755221	0.78595931	1.74298371	0.96595355	0.00544901	0.01607110	0.01019624	0.01057212	
80.70000000	0.21496828	0.20888750	0.19880084	0.20755221	0.78595931	1.74298371	0.96595355	0.00544901	0.01607110	0.01019624	0.01057212	
80.80000000	0.21395621	0.20918201	0.19694302	0.20669375	0.78474758	1.74408589	0.96821917	0.00423728	0.01717327	0.01246186	0.01129080	
80.90000000	0.21508921	0.20925170	0.19802475	0.20745522	0.78579858	1.74397251	0.96713014	0.00528828	0.01705989	0.01137282	0.01124033	
81.00000000	0.21508921	0.20925170	0.19802475	0.20745522	0.78579858	1.74397251	0.96713014	0.00528828	0.01705989	0.01137282	0.01124033	
81.10000000	0.21562682	0.21103413	0.20041492	0.20902529	0.78465443	1.74222707	0.96654386	0.00414412	0.01531446	0.01078655	0.01008171	
81.20000000	0.21593339	0.21191733	0.19976386	0.20920486	0.78392442	1.74303106	0.96805754	0.00341412	0.01611845	0.01230023	0.01061093	
81.30000000	0.21608541	0.21156831	0.20128731	0.20964701	0.78446674	1.74151878	0.96610468	0.00395643	0.01460617	0.01034736	0.00963665	
81.40000000	0.21775534	0.21242533	0.20144223	0.21054097	0.78515931	1.74322447	0.96691541	0.00464900	0.01631185	0.01115810	0.01070632	
81.50000000	0.21826430	0.21240106	0.20187012	0.21084516	0.78567669	1.74320747	0.96642047	0.00516638	0.01629485	0.01066316	0.01070813	
81.60000000	0.21572797	0.21215575	0.20083258	0.20957210	0.78310731	1.74182251	0.96734912	0.00259700	0.01490990	0.01159180	0.00969957	
81.70000000	0.21766404	0.21288182	0.20318109	0.21124232	0.78461863	1.74116327	0.96553936	0.00410832	0.01425066	0.00978204	0.00938034	
81.80000000	0.21903760	0.21321903	0.20289091	0.21171585	0.78567025	1.74298824	0.96622763	0.00515994	0.01607562	0.01047031	0.01056863	
81.90000000	0.22118979	0.21369314	0.20434294	0.21307529	0.78729036	1.74398588	0.96537034	0.00678006	0.01707326	0.00961303	0.01115545	
82.00000000	0.22118979	0.21369314	0.20434294	0.21307529	0.78729036	1.74398588	0.96537034	0.00678006	0.01707326	0.00961303	0.01115545	
82.10000000	0.22074520	0.21532999	0.20573478	0.21393665	0.78496879	1.74189901	0.96558748	0.00445848	0.01498639	0.00983017	0.00975835	
82.20000000	0.22074520	0.21532999	0.20573478	0.21393665	0.78496879	1.74189901	0.96558748	0.00445848	0.01498639	0.00983017	0.00975835	
82.30000000	0.22195865	0.21607616	0.20700686	0.21501389	0.78588219	1.74178538	0.96491906	0.00537188	0.01487277	0.00916174	0.00980213	
82.40000000	0.22314859	0.21606234	0.20546291	0.21489128	0.78738078	1.74494226	0.96656440	0.00687047	0.01802964	0.01080709	0.01190240	
82.50000000	0.22314859	0.21606234	0.20546291	0.21489128	0.78738078	1.74494226	0.96656440	0.00687047	0.01802964	0.01080709	0.01190240	
82.60000000	0.22390796	0.21741277	0.20916370	0.21682814	0.78713494	1.74190756	0.96408114	0.00662464	0.01499494	0.00832383	0.00998114	
82.70000000	0.22393286	0.21660499	0.20810553	0.21621446	0.78764364	1.74293239	0.96438346	0.00713333	0.01601977	0.00862615	0.01059309	
82.80000000	0.22338922	0.21796448	0.20806539	0.21647303	0.78527389	1.74221979	0.96581596	0.00476359	0.01530718	0.01005864	0.01004314	
82.90000000	0.22490007	0.21891379	0.20932944	0.21771443	0.78567230	1.74241401	0.96551348	0.00516199	0.01550140	0.00975617	0.01013985	
83.00000000	0.22524674	0.21975200	0.20929262	0.21809712	0.78543804	1.74257497	0.96624140	0.00492774	0.01566235	0.01048408	0.01035806	
83.10000000	0.22527686	0.21930872	0.21023226	0.21827261	0.78651861	1.74177410	0.96475577	0.00600831	0.01486148	0.00899846	0.00995608	
83.20000000	0.22629500	0.22081435	0.21025028	0.21911988	0.78535093	1.74306483	0.96653305	0.00484062	0.01615221	0.01077573	0.01058952	
83.30000000	0.22682563	0.22106288	0.20995817	0.21928223	0.78551246	1.74376803	0.96705527	0.00500216	0.01685542	0.01129796	0.01105185	
83.40000000	0.22707434	0.22213196	0.21117021	0.22012551	0.78485500	1.74272874	0.96684009	0.00434469	0.01581612	0.01108278	0.01041453	
83.50000000	0.22707434	0.22213196	0.21117021	0.22012551	0.78485500	1.74272874	0.96684009	0.00434469	0.01581612	0.01108278	0.01041453	
83.60000000	0.22767027	0.22292141	0.21192069	0.22083746	0.78511727	1.74279005	0.96686668	0.00460697	0.01587744	0.01110937	0.01053126	
83.70000000	0.22767027	0.22292141	0.21192069	0.22083746	0.78511727	1.74279005	0.96686668	0.00460697	0.01587744	0.01110937	0.01053126	
83.80000000	0.22873202	0.22334085	0.21248904	0.22152063	0.78590350	1.74317704	0.96663154	0.00539319	0.01626442	0.01087423	0.01084395	
83.90000000	0.23067471	0.22380624	0.21236961	0.22228352	0.78691318	1.74528404	0.96734585	0.00640288	0.01837143	0.01158854	0.01212095	
84.00000000	0.23067471	0.22380624	0.21236961	0.22228352	0.78691318	1.74528404	0.96734585	0.00640288	0.01837143	0.01158854	0.01212095	
84.10000000	0.23153664	0.22503943	0.21510712	0.22389440	0.78721358	1.74324269	0.96560707	0.00670327	0.01633007	0.00984976	0.01096104	
84.20000000	0.23153664	0.22503943	0.21510712	0.22389440	0.78721358	1.74324269	0.96560707	0.00670327	0.01633007	0.00984976	0.01096104	
84.30000000	0.23126194	0.22547803	0.21500460	0.22391486	0.78643789	1.74307959	0.96616878	0.00592759	0.01616698	0.01041147	0.01083534	
84.40000000	0.23271995	0.22602876	0.21598065	0.22490979	0.78677853	1.74367522	0.96591980	0.00626822	0.01676260	0.01016249	0.01106444	
84.50000000	0.23232852	0.22661773	0.21641965	0.22512196	0.78560669	1.74291995	0.96615672	0.00509638	0.01600734	0.01039941	0.01050104	
84.60000000	0.23375835	0.22676471	0.21604254	0.22552186	0.78694754	1.74453955	0.96658066	0.00643723	0.01762694	0.01082334	0.01162917	
84.70000000	0.23433831	0.22763580	0.21623922	0.22607111	0.78705370	1.74525485	0.96730282	0.00654340	0.01834223	0.01154551	0.01214371	
84.80000000	0.23402936	0.22759530	0.21787351	0.22649939	0.78598045	1.74291574	0.96564875	0.00547014	0.01600313	0.00989144	0.01045490	
84.90000000	0.23451769	0.22826077	0.21670048	0.22649298	0.78605367	1.74490229	0.96757705	0.00554337	0.01798967	0.01181973	0.01178426	
85.00000000	0.23607238	0.22893912	0.21827147	0.22776099	0.78789941	1.74482626	0.96641589	0.00738910	0.01791365	0.01065858	0.01198711	
85.10000000	0.23601500	0.22931124	0.21781197	0.22771274	0.78708129	1.74544749	0.96744342	0.00657098	0.01853488	0.01168610	0.01226399	
85.20000000	0.23701066	0.22947984	0.21884808	0.22844619	0.78801822	1.74553087	0.96659378	0.00750791	0.01861826	0.01083647	0.01232088	
85.30000000	0.23599150	0.23040831	0.21901954	0.22847312	0.78513311	1.74363148	0.96728422	0.00462281	0.01671887	0.01152691	0.01095619	
85.40000000	0.23788967	0.23059760	0.21887816	0.22912181	0.78717522	1.74607544	0.96770273	0.00666492	0.01916282	0.01194542	0.01259105	
85.50000000	0.23809823	0.23068530	0.22026002	0.22968118	0.78699537	1.74481067	0.96643731	0.00648506	0.01789806	0.01068000	0.01168771	
85.60000000	0.23849777	0.23214543	0.21963412	0.23009244	0.78681037	1.74624705	0.96849414	0.00630007	0.01933443	0.01273683	0.01279044	
85.70000000	0.23913301	0.23159389	0.22148829	0.23073839	0.78798494	1.74470418	0.96594217	0.00747463	0.01779156	0.01018486	0.01181702	
85.80000000	0.23998676	0.23297316	0.22205149	0.23167047	0.78855793	1.74523140	0.96659246	0.00804763	0.01831878	0.01083514	0.01240052	
85.90000000	0.23998676	0.23297316	0.22205149	0.23167047	0.78855793	1.74523140	0.96659246	0.00804763	0.01831878	0.01083514	0.01240052	
86.00000000	0.23985624	0.23360948	0.22183570	0.23176714	0.78740232	1.74542995	0.96760010	0.00689201	0.01851734	0.01184279	0.01241738	
86.10000000	0.24156045	0.23424703	0.22352027	0.23310925	0.78786621	1.74561790	0.96677788	0.00735590	0.01870529	0.01102057	0.01236059	
86.20000000	0.24156045	0.23424703	0.22352027	0.23310925	0.78786621	1.74561790	0.96677788	0.00735590	0.01870529	0.01102057	0.01236059	
86.30000000	0.24183243	0.23475790	0.22363983	0.23341005	0.78706690	1.74534846	0.96711583	0.00655660	0.01843584	0.01135852	0.01211699	
86.40000000	0.24183243	0.23475790	0.22363983	0.23341005	0.78706690	1.74534846	0.96711583	0.00655660	0.01843584	0.01135852	0.01211699	
86.50000000	0.24253471	0.23532937	0.22764437	0.23516948	0.78802132	1.74204155	0.96346512	0.00751101	0.01512894	0.00770780	0.01011592	
86.60000000	0.24372004	0.23679911	0.22558520	0.23536812	0.78727447	1.74517878	0.96707328	0.00676416	0.01826617	0.01131597	0.01211543	
86.70000000	0.24389569	0.23709583	0.22721178	0.23606777	0.78728493	1.74396676	0.96581737	0.00677463	0.01705414	0.01006006	0.01129628	
86.80000000	0.24392615	0.23747115	0.22875393	0.23671707	0.78677071	1.74202629	0.96450121	0.00626041	0.01511368	0.00874389	0.01003933	
86.90000000	0.24470013	0.23818946	0.22811205	0.23700055	0.78769980	1.74366709	0.96574128	0.00718949	0.01675448	0.00998397	0.01130931	
87.00000000	0.24457333	0.23848703	0.22884063	0.23730033	0.78667505	1.74270916	0.96541900	0.00616475	0.01579654	0.00966168	0.01054099	
87.10000000	0.24513003	0.23902263	0.22654490	0.23689919	0.78678398	1.74593957	0.96840889	0.00627368	0.01902696	0.01265158	0.01265074	
87.20000000	0.24620463	0.23958292	0.22866717	0.23815157	0.78700785	1.74481377	0.96686611	0.00649755	0.01790115	0.01110880	0.01183583	
87.30000000	0.24721138	0.24056532	0.22929955	0.23902542	0.78747737	1.74518959	0.96711187	0.00696706	0.01827697	0.01135455	0.01219953	
87.40000000	0.24721138	0.24056532	0.22929955	0.23902542	0.78747737	1.74518959	0.96711187	0.00696706	0.01827697	0.01135455	0.01219953	
87.50000000	0.24829133	0.24059433	0.23012796	0.23967121	0.78811102	1.74519747	0.96630016	0.00760071	0.01828486	0.01054285	0.01214281	
87.60000000	0.24796317	0.24229156	0.22935644	0.23987039	0.78663802	1.74600489	0.96881251	0.00612771	0.01909227	0.01305520	0.01275839	
87.70000000	0.24960266	0.24298172	0.23054213	0.24104217	0.78743533	1.74621911	0.96824149	0.00692503	0.01930649	0.01248417	0.01290523	
87.80000000	0.24910385	0.24254122	0.23208207	0.24124238	0.78670493	1.74394557	0.96631769	0.00619463	0.01703295	0.01056038	0.01126265	
